FSCS Key,Library Name,Locale,Service Area Population,Hours/Year,Physical Visits,Reference Transactions,Registered Users,Inter-library Loans to Other Library,Inter-library Loans from Other Library
ND0054,MADDOCK COMMUNITY LIBRARY,Rural,402,"1,215","9,200",600,32,0,160
ND0056,MAX COMMUNITY LIBRARY,Rural,331,"1,029","1,506",54,233,"1,705",348
ND0057,MAYVILLE PUBLIC LIBRARY,Rural,"1,854",,"3,356",80,392,473,0
ND0057,MAYVILLE PUBLIC LIBRARY,Rural,"1,854",-1,,,,,
ND0058,MCKENZIE COUNTY PUBLIC LIBRARY,Rural,"14,704","2,288","15,726","18,112","1,658",0,111
ND0059,MCLEAN-MERCER REGIONAL LIBRARY,Rural,"7,995","2,484","1,369",122,"1,429","2,484",291
ND0062,MINOT PUBLIC LIBRARY,Town,"48,377","3,536","94,544","8,160","22,470",172,"1,587"
ND0063,MOHALL PUBLIC LIBRARY,Rural,694,"1,464","3,299",213,303,4,29
ND0064,MORTON MANDAN PUBLIC LIBRARY,Suburban,"33,291","1,656","11,195","2,239","11,482","5,922","9,012"
ND0065,MOTT PUBLIC LIBRARY,Rural,653,724,"1,258",208,293,0,2
ND0066,NEW ENGLAND PUBLIC LIBRARY,Rural,683,418,"1,383",45,210,0,19
ND0067,EDDY - NEW ROCKFORD PUBLIC LIBRARY,Rural,"2,347","2,056","2,650","2,500","1,539",0,46
ND0068,NEW TOWN PUBLIC LIBRARY,Rural,"2,764","2,296","7,472",740,"1,165",2,32
ND0070,OAKES SCHOOL & PUBLIC LIBRARY,Rural,"1,798","1,000","2,398","1,700","1,082",4,391
ND0071,PARK RIVER SCHOOL & PUBLIC LIBRARY,Rural,"1,424",624,637,4,"1,533",0,0
ND0072,PARSHALL PUBLIC LIBRARY,Rural,949,"1,568",218,12,338,0,0
ND0073,PEMBINA SCHOOL & CITY LIBRARY,Rural,512,,"1,828",133,403,207,1
ND0073,PEMBINA SCHOOL & CITY LIBRARY,Rural,512,-1,,,,,
ND0075,ROLLA PUBLIC LIBRARY,Rural,"1,223","1,008","2,498",211,348,0,11
ND0076,SATRE MEMORIAL MILNOR SCHOOL LIBRARY,Rural,624,580,"4,506",30,620,0,28
ND0082,TURTLE LAKE PUBLIC LIBRARY,Rural,542,"1,100","1,504",76,496,796,480
ND0083,UNDERWOOD PUBLIC LIBRARY,Rural,784,"1,275","1,835",270,401,984,232
ND0084,VALLEY CITY BARNES COUNTY PUBLIC LIBRARY,Town,"10,583",,"18,406","9,567","2,945",7,41
ND0084,VALLEY CITY BARNES COUNTY PUBLIC LIBRARY,Town,"10,583",-1,,,,,
ND0085,VELVA PUBLIC & SCHOOL LIBRARY,Rural,"1,086","2,040","9,200",800,749,204,3
ND0086,WALHALLA PUBLIC LIBRARY,Rural,893,"1,560","5,023","1,746",619,0,0
ND0087,WARD COUNTY PUBLIC LIBRARY,Town,"31,351",,"21,943","5,334","10,490",5,195
ND0087,WARD COUNTY PUBLIC LIBRARY,Town,"31,351",-1,,,,,
ND0088,WASHBURN PUBLIC LIBRARY,Rural,"1,300","1,750","4,865",664,"1,007","1,098",532
ND0091,WEST FARGO PUBLIC LIBRARY,Suburban,"40,601",,"53,176","4,264","16,468","1,172","1,770"
ND0091,WEST FARGO PUBLIC LIBRARY,Suburban,"40,601",-1,,,,,
ND0092,WILLISTON COMMUNITY LIBRARY,Town,"38,748","3,495","68,384","72,854","8,919",140,165
ND0093,WISHEK SCHOOL & PUBLIC LIBRARY,Rural,864,"1,248","5,512",52,366,0,0
ND0094,STANTON PUBLIC LIBRARY,Rural,368,"1,075","1,155",127,295,363,235
ND0098,MARGARET FRAASE PUBLIC LIBRARY,Rural,195,,"1,145",79,191,79,0
ND0098,MARGARET FRAASE PUBLIC LIBRARY,Rural,195,-1,,,,,
ND0099,KINDRED PUBLIC LIBRARY,Rural,889,781,"2,614",144,384,0,4
ND0101,ROLETTE CITY LIBRARY,Rural,484,,301,26,129,195,4
ND0101,ROLETTE CITY LIBRARY,Rural,484,-1,,,,,
ND0102,BOWBELLS PUBLIC LIBRARY,Rural,301,,174,0,128,121,9
ND0102,BOWBELLS PUBLIC LIBRARY,Rural,301,-1,,,,,
ND0103,ELGIN PUBLIC LIBRARY,Rural,543,"2,080","3,248",0,472,250,6
ND0104,GLEN ULLIN PUBLIC LIBRARY,Rural,732,208,517,8,58,0,0
ND0107,SHERWOOD PUBLIC LIBRARY,Rural,194,,"1,033",43,166,78,32
ND0107,SHERWOOD PUBLIC LIBRARY,Rural,194,-1,,,,,
ND0108,MCVILLE COMMUNITY LIBRARY,Rural,392,"1,122","1,969",132,255,54,17
ND0109,NORTHWOOD CITY CENTER LIBRARY,Rural,982,772,641,29,137,78,25
ND0110,TIOGA COMMUNITY LIBRARY,Rural,"2,202",,"10,846",363,905,727,0
ND0110,TIOGA COMMUNITY LIBRARY,Rural,"2,202",-1,,,,,
NE0001,AINSWORTH PUBLIC LIBRARY,Rural,"1,615","1,768","31,304","3,376","1,766",0,74
NE0002,ALBION PUBLIC LIBRARY,Rural,"1,706","2,496","6,340","3,000","1,504",0,8
NE0006,HOESCH MEMORIAL LIBRARY,Rural,"1,022","1,876","5,631",236,"1,982",57,19
NE0008,ANSLEY TOWNSHIP LIBRARY,Rural,606,,"2,956",377,469,244,237
NE0008,ANSLEY TOWNSHIP LIBRARY,Rural,606,-1,,,,,
NE0009,ARAPAHOE PUBLIC LIBRARY,Rural,982,"1,482","5,408",298,809,0,73
NE0010,ARCADIA TOWNSHIP LIBRARY,Rural,384,780,876,189,196,0,0
NE0011,ARLINGTON PUBLIC LIBRARY,Rural,"1,309",988,"3,163",140,650,0,87
NE0013,ARTHUR COUNTY LIBRARY,Rural,439,"1,820",624,50,291,0,121
NE0014,ASHLAND PUBLIC LIBRARY,Town,"3,191","2,392","40,003","6,240","2,165",199,491
NE0015,ATKINSON PUBLIC LIBRARY,Rural,"1,298","1,683","29,272",569,"1,390",0,95
NE0016,AUBURN MEMORIAL LIBRARY,Town,"3,478","2,392","19,814",140,"5,227",197,95
NE0017,ALICE M FARR LIBRARY,Town,"4,646","2,652","9,220",145,"3,904",2,21
NE0018,AXTELL PUBLIC LIBRARY,Rural,893,"1,200","1,440",320,365,0,0
NE0019,BANCROFT PUBLIC LIBRARY,Rural,492,"1,017","1,837",220,419,0,80
NE0020,BARTLEY PUBLIC LIBRARY,Rural,266,936,460,12,108,0,0
NE0021,ROCK COUNTY PUBLIC LIBRARY,Rural,"1,264","2,054","1,036",750,"1,114",0,79
NE0022,LIED BATTLE CREEK PUBLIC LIBRARY,Rural,"1,168","2,106","10,238",437,"1,212",0,108
NE0023,BAYARD PUBLIC LIBRARY,Rural,"1,131","1,560","3,640","2,500",472,0,108
NE0024,BEATRICE PUBLIC LIBRARY,Town,"12,209","2,600","74,476",614,"12,726","1,164",157
NE0025,BEAVER CITY PUBLIC LIBRARY,Rural,522,"1,350","2,397",175,614,0,0
NE0026,BEAVER CROSSING COMMUNITY LIBRARY,Rural,370,260,450,0,410,0,0
NE0027,KARLEN MEMORIAL LIBRARY,Rural,631,"1,456","2,193",93,507,0,9
NE0028,BELLEVUE PUBLIC LIBRARY,Suburban,"63,737","3,432","119,280","10,802","32,563","3,649",616
NE0030,BENNINGTON PUBLIC LIBRARY,Suburban,"4,243","1,898","35,410","2,080","5,980",0,83
NE0031,BLAIR PUBLIC LIBRARY & TECHNOLOGY CENTER,Town,"7,812","2,694","41,803","8,741","10,104",146,322
NE0032,BLOOMFIELD PUBLIC LIBRARY,Rural,987,"1,560","10,220","25,403",847,0,9
NE0033,BLUE HILL PUBLIC LIBRARY,Rural,830,"1,442","2,236",900,466,0,162
NE0034,BRIDGEPORT PUBLIC LIBRARY,Rural,"1,463","2,132","8,616","1,059","1,994",0,54
NE0035,BROADWATER PUBLIC LIBRARY,Rural,99,572,664,15,99,0,2
NE0036,BROKEN BOW PUBLIC LIBRARY,Town,"3,466","2,704","22,516","3,045","2,867",1,111
NE0037,BRUNING PUBLIC LIBRARY,Rural,278,624,"1,919",250,544,0,0
NE0039,GARFIELD COUNTY LIBRARY,Rural,"1,839",988,"3,198",104,"1,170",0,2
NE0041,BYRON PUBLIC LIBRARY,Rural,83,312,"3,500",55,88,0,0
NE0042,NIGEL SPROUSE MEMORIAL LIBRARY,Rural,"1,155","1,066","2,000",325,348,0,100
NE0043,BUTLER MEMORIAL LIBRARY,Rural,"1,080","1,664","4,760","1,300","1,168",0,84
NE0045,LIED CARROLL PUBLIC LIBRARY,Rural,194,,946,121,150,78,76
NE0045,LIED CARROLL PUBLIC LIBRARY,Rural,194,-1,,,,,
NE0046,CEDAR RAPIDS PUBLIC LIBRARY,Rural,382,740,"2,488",80,80,0,165
NE0048,CENTRAL CITY PUBLIC LIBRARY,Town,"3,032","2,626","69,905","36,800","3,780",4,16
NE0049,CERESCO COMMUNITY LIBRARY,Rural,932,"1,274","4,896",104,369,24,36
NE0050,CHADRON PUBLIC LIBRARY,Town,"5,229","2,600","70,119","1,764","3,499",25,125
NE0051,CHAPPELL MEMORIAL LIBRARY & ART GALLERY,Rural,853,728,"1,713",51,273,0,50
NE0053,CLARKS PUBLIC LIBRARY,Rural,344,,"1,678",214,266,139,134
NE0053,CLARKS PUBLIC LIBRARY,Rural,344,-1,,,,,
NE0054,CLARKSON PUBLIC LIBRARY,Rural,625,"1,456","4,466",985,338,0,6
NE0055,CLAY CENTER PUBLIC LIBRARY,Rural,721,"1,404","4,310",167,475,3,4
NE0056,CLEARWATER PUBLIC LIBRARY,Rural,320,800,"3,223",5,151,0,0
NE0057,COLUMBUS PUBLIC LIBRARY,Town,"24,123","3,380","64,780","9,652","17,670",630,"1,324"
NE0059,WILSON PUBLIC LIBRARY,Town,"3,915","2,320","26,353","14,028","1,650",444,301
NE0061,CRAWFORD PUBLIC LIBRARY,Rural,822,"1,270","2,295","2,379","1,024",0,6
NE0062,CREIGHTON PUBLIC LIBRARY,Rural,"1,154","1,924","5,972","2,486",538,17,33
NE0063,CRETE PUBLIC LIBRARY,Town,"7,179","2,604","25,206","9,352","2,430",296,122
NE0064,EASTERN TOWNSHIP LIBRARY,Rural,766,"1,040","2,706",201,394,0,29
NE0065,CULBERTSON PUBLIC LIBRARY,Rural,529,"1,040","1,627",152,425,0,85
NE0066,KLYTE BURT MEMORIAL LIBRARY,Rural,805,"1,221","2,709",390,117,0,196
NE0067,DAKOTA CITY PUBLIC LIBRARY,Suburban,"2,058","1,508","4,057","1,012","1,375",5,95
NE0069,DAVENPORT PUBLIC LIBRARY,Rural,313,520,676,12,371,0,162
NE0071,DAYKIN PUBLIC LIBRARY,Rural,157,,140,0,10,63,181
NE0071,DAYKIN PUBLIC LIBRARY,Rural,157,-1,,,,,
NE0072,JENNIFER REINKE PUBLIC LIBRARY,Rural,723,910,"1,243",370,344,0,0
NE0074,JOHN ROGERS MEMORIAL LIBRARY,Rural,599,"1,170","1,571",175,393,0,0
NE0075,DORCHESTER PUBLIC LIBRARY,Rural,588,,"2,868",366,455,237,230
NE0075,DORCHESTER PUBLIC LIBRARY,Rural,588,-1,,,,,
NE0076,ELGIN PUBLIC LIBRARY,Rural,712,"1,040","3,503",12,333,0,73
NE0078,ELM CREEK PUBLIC LIBRARY,Rural,986,"1,248","1,300",0,200,0,144
NE0079,ELMWOOD PUBLIC LIBRARY,Rural,660,"1,056","1,878",75,734,0,88
NE0080,ELWOOD PUBLIC LIBRARY,Rural,629,"1,040","2,014",12,267,0,3
NE0081,EMERSON PUBLIC LIBRARY,Rural,824,"1,092","2,670",60,648,0,71
NE0082,EUSTIS PUBLIC LIBRARY,Rural,397,240,500,0,25,0,0
NE0083,EXETER PUBLIC LIBRARY,Rural,514,"1,456","3,805",832,196,15,20
NE0084,FAIRBURY PUBLIC LIBRARY,Town,"3,904","2,444","15,011",116,"1,903",117,181
NE0085,FAIRFIELD PUBLIC LIBRARY,Rural,329,624,468,200,94,0,0
NE0086,FAIRMONT PUBLIC LIBRARY,Rural,601,"1,328","1,756",56,247,8,21
NE0087,FALLS CITY LIBRARY & ARTS CENTER,Town,"4,074","2,340","16,718","23,427","3,947",475,388
NE0088,FARNAM PUBLIC LIBRARY,Rural,179,,873,111,138,72,70
NE0088,FARNAM PUBLIC LIBRARY,Rural,179,-1,,,,,
NE0089,FRANKLIN PUBLIC LIBRARY,Rural,931,"1,664","6,669",800,754,0,0
NE0090,KEENE MEMORIAL LIBRARY,Town,"27,743","2,438","42,600","3,989","9,406",207,93
NE0091,GILBERT PUBLIC LIBRARY,Rural,908,"1,248","3,225",15,600,1,12
NE0092,FULLERTON PUBLIC LIBRARY,Rural,"1,257","1,500","4,907",780,"1,778",0,8
NE0093,GENEVA PUBLIC LIBRARY,Rural,"2,146","2,176","13,988",497,"1,713",18,447
NE0094,GENOA PUBLIC LIBRARY,Rural,898,"1,500","1,500",250,389,0,22
NE0095,GERING PUBLIC LIBRARY,Town,"8,435","2,682","30,045","4,728","7,256",280,215
NE0097,GORDON CITY LIBRARY,Rural,"1,498","1,612","3,215","1,489","1,283",12,30
NE0098,GOTHENBURG PUBLIC LIBRARY,Town,"3,421","2,707","14,223",200,"4,016",103,42
NE0099,GRAND ISLAND PUBLIC LIBRARY,City,"52,335","2,652","95,863","17,200","33,201",918,247
NE0100,HASTINGS MEMORIAL LIBRARY,Rural,"1,181","1,950","17,784",813,"1,542",0,58
NE0102,GREENWOOD PUBLIC LIBRARY,Rural,604,"1,404","3,925",500,686,0,180
NE0104,GRETNA PUBLIC LIBRARY,Suburban,"5,088","3,042","25,765","6,888","6,167",35,13
NE0106,HARTINGTON PUBLIC LIBRARY,Rural,"1,506","2,496","37,640","1,201","1,611",0,42
NE0107,HARVARD PUBLIC LIBRARY,Rural,939,,"2,402",214,623,244,0
NE0107,HARVARD PUBLIC LIBRARY,Rural,939,-1,,,,,
NE0108,HASTINGS PUBLIC LIBRARY,Town,"31,027","3,724","77,775","7,384","24,264",528,701
NE0109,CRAVATH MEMORIAL LIBRARY,Rural,584,"1,040","1,287",87,254,0,160
NE0110,HAYES CENTER PUBLIC LIBRARY,Rural,223,368,619,47,231,0,4
NE0111,HEBRON SECREST LIBRARY,Rural,"1,408","1,976","6,240",624,733,0,116
NE0112,HEMINGFORD PUBLIC LIBRARY,Rural,767,"1,159","2,013",21,272,0,1
NE0113,HILDRETH PUBLIC LIBRARY,Rural,381,"1,768","12,382",121,567,0,0
NE0114,HOLDREGE AREA PUBLIC LIBRARY,Town,"8,937","2,808","26,589","1,092","10,157",112,68
NE0116,HOWELLS PUBLIC LIBRARY,Rural,552,"1,092","4,049","1,159","1,058",0,4
NE0117,BRUUN MEMORIAL LIBRARY,Rural,788,"1,326","4,506",227,233,5,0
NE0118,HUMPHREY PUBLIC LIBRARY,Rural,842,"1,846","4,772",346,629,0,15
NE0119,GRANT COUNTY LIBRARY,Rural,579,"1,300","1,918",149,368,7,34
NE0120,LIED IMPERIAL PUBLIC LIBRARY,Rural,"2,022","2,340","7,638",106,"2,396",0,74
NE0121,KEARNEY PUBLIC LIBRARY,Town,"33,959","4,650","148,431",360,"58,653","1,602",157
NE0122,KIMBALL PUBLIC LIBRARY,Rural,"2,258","2,158","9,593",600,"1,639",18,36
NE0123,LEIGH PUBLIC LIBRARY,Rural,431,936,"1,866",60,392,0,20
NE0124,LEWELLEN PUBLIC LIBRARY,Rural,175,800,131,10,24,0,0
NE0125,LEXINGTON PUBLIC LIBRARY,Town,"10,360","3,120","26,407","1,428","4,433",271,286
NE0126,LINCOLN CITY LIBRARIES,City,"324,514","24,856","691,238","87,100","165,643","1,086","1,881"
NE0128,LITCHFIELD PUBLIC LIBRARY,Rural,220,,20,3,51,89,0
NE0128,LITCHFIELD PUBLIC LIBRARY,Rural,220,-1,,,,,
NE0129,NANCY FAWCETT MEMORIAL LIBRARY,Rural,314,804,"1,337",136,226,0,1
NE0130,LOUISVILLE PUBLIC LIBRARY,Rural,"1,357","1,352","6,097",5,657,0,4
NE0131,LOUP CITY LIBRARY,Rural,"2,964","1,508","8,001",25,"1,672",0,51
NE0132,LYMAN PUBLIC LIBRARY,Rural,256,"1,040","2,250",134,357,0,0
NE0134,LYONS PUBLIC LIBRARY,Rural,811,"2,080","3,100",104,"1,183",0,219
NE0135,MCCOOK PUBLIC LIBRARY,Town,"7,356","2,820","41,268","1,658","3,506","2,357",118
NE0138,SUNSHINE TOWNSHIP LIBRARY,Rural,293,,397,370,52,118,0
NE0138,SUNSHINE TOWNSHIP LIBRARY,Rural,293,-1,,,,,
NE0139,MEAD PUBLIC LIBRARY,Rural,626,"1,300","2,431",351,492,139,176
NE0140,MEADOW GROVE PUBLIC LIBRARY,Rural,278,"1,196","7,349",695,625,27,12
NE0141,BRENIZER PUBLIC LIBRARY,Rural,345,700,"1,570",52,500,0,40
NE0142,WEBERMEIER MEMORIAL LIBRARY,Rural,"2,145","2,340","1,800",16,"1,223",0,0
NE0144,MINATARE PUBLIC LIBRARY,Rural,720,910,828,44,237,0,0
NE0145,JENSEN MEMORIAL LIBRARY,Town,"3,111","2,535","17,191","1,195","2,000",0,36
NE0146,MITCHELL PUBLIC LIBRARY,Rural,"1,526","2,080","5,300",700,443,0,80
NE0147,MORRILL PUBLIC LIBRARY,Rural,930,"1,502","2,528",35,"1,033",30,3
NE0148,HOOKER COUNTY LIBRARY,Rural,734,"1,144","4,100",400,900,0,25
NE0149,MORTON-JAMES PUBLIC LIBRARY,Town,"7,202","2,208","26,716","8,956","2,402",203,176
NE0150,NELIGH PUBLIC LIBRARY,Rural,"1,516","2,523","17,275","3,721","2,448",127,51
NE0151,NELSON PUBLIC LIBRARY,Rural,459,780,"1,185",2,89,0,3
NE0152,NEWMAN GROVE PUBLIC LIBRARY,Rural,639,"1,664","5,835",373,973,5,3
NE0153,NIOBRARA PUBLIC LIBRARY,Rural,363,845,"1,764",100,166,0,144
NE0155,NORFOLK PUBLIC LIBRARY,Town,"24,967","3,276","115,084","3,500","11,909","1,954","1,492"
NE0156,NORTH BEND PUBLIC LIBRARY,Rural,"1,248","1,612","6,522",811,977,0,11
NE0157,NORTH LOUP TOWNSHIP LIBRARY,Rural,255,468,831,210,702,0,0
NE0158,NORTH PLATTE PUBLIC LIBRARY,Town,"34,133","2,626","55,653","4,448","7,634",645,289
NE0159,LOIS JOHNSON MEMORIAL LIBRARY,Rural,273,"1,014","1,148",90,197,0,20
NE0160,OAKLAND PUBLIC LIBRARY,Rural,"1,378","1,790","8,450","4,200","1,469",70,50
NE0161,KATHLEEN LUTE PUBLIC LIBRARY,Town,"4,823","2,860","19,815","39,279","6,340",215,25
NE0162,OMAHA PUBLIC LIBRARY,City,"567,493","41,808","1,004,215","27,160","273,570","2,338",499
NE0163,O`NEILL PUBLIC LIBRARY,Town,"3,547","2,548","19,482","2,176","2,365",239,40
NE0164,ORCHARD PUBLIC LIBRARY,Rural,362,"4,368","3,486",148,486,2,3
NE0165,ORD TOWNSHIP LIBRARY,Rural,"2,472","2,002","24,670",237,"1,647",16,24
NE0166,CORDELIA B PRESTON MEMORIAL LIBRARY,Rural,345,884,"1,678",62,301,0,600
NE0167,OSCEOLA PUBLIC LIBRARY,Rural,863,"1,255","3,575",246,749,1,4
NE0168,OSHKOSH PUBLIC LIBRARY,Rural,792,"1,508","3,090","1,760",814,0,30
NE0169,OSMOND PUBLIC LIBRARY,Rural,799,"1,352","3,985","3,350",675,0,120
NE0170,OXFORD PUBLIC LIBRARY,Rural,719,"1,600","2,863",102,"1,132",15,5
NE0171,PALISADE PUBLIC LIBRARY,Rural,291,832,993,150,185,0,46
NE0172,PALMYRA MEMORIAL LIBRARY,Rural,553,240,"1,860",52,662,0,0
NE0174,PAWNEE CITY PUBLIC LIBRARY,Rural,850,"2,288","7,421",310,"1,088",0,98
NE0175,PAXTON PUBLIC LIBRARY,Rural,507,844,"2,818",65,690,0,0
NE0176,HOUSE MEMORIAL LIBRARY,Rural,"1,051","1,404","1,976",364,625,6,224
NE0178,LIED PIERCE PUBLIC LIBRARY,Rural,"1,832","2,236","15,789","1,750","3,024",24,201
NE0179,PILGER PUBLIC LIBRARY,Rural,245,780,"3,003",121,274,5,35
NE0180,PLAINVIEW PUBLIC LIBRARY,Rural,"1,273","2,652","7,763",631,944,5,95
NE0181,PLATTSMOUTH PUBLIC LIBRARY,Town,"6,620","3,276","34,608","2,011","3,689",379,57
NE0182,POLK PUBLIC LIBRARY,Rural,342,"1,200","1,824",18,206,0,0
NE0183,PONCA CARNEGIE LIBRARY,Rural,894,"1,664","2,037",326,925,0,6
NE0184,POTTER PUBLIC LIBRARY,Rural,345,569,594,52,84,0,0
NE0187,LIED RANDOLPH PUBLIC LIBRARY,Rural,874,"1,872","9,590",650,689,0,21
NE0188,RAVENNA PUBLIC LIBRARY,Rural,"1,439","2,496","14,071","1,481",858,35,92
NE0189,AULD PUBLIC LIBRARY,Rural,982,"1,508","3,685",70,662,0,299
NE0190,RISING CITY COMMUNITY LIBRARY,Rural,506,676,178,32,59,0,2
NE0192,RUSHVILLE PUBLIC LIBRARY,Rural,812,"2,080","4,034",155,576,8,4
NE0194,SAINT EDWARD PUBLIC LIBRARY,Rural,723,"1,872","2,249",153,676,0,7
NE0195,SAINT PAUL PUBLIC LIBRARY,Rural,"2,394","3,640","44,000","5,500","3,491",7,3
NE0196,SARGENT TOWNSHIP LIBRARY,Rural,613,730,"1,137",325,390,0,108
NE0197,SCHUYLER PUBLIC LIBRARY,Town,"6,502","2,600","15,224",972,"3,368",125,72
NE0199,LIED SCOTTSBLUFF PUBLIC LIBRARY,Town,"14,282","2,912","77,248","17,634","30,354",212,392
NE0200,SCRIBNER PUBLIC LIBRARY,Rural,814,"2,028","2,885",700,"2,043",29,42
NE0201,SEWARD MEMORIAL LIBRARY,Town,"7,693","3,162","51,094",512,"4,330",463,491
NE0202,SHELTON PUBLIC LIBRARY,Rural,"1,050","1,560","2,536",58,600,0,477
NE0203,VIRGIL BIEGERT PUBLIC LIBRARY,Rural,343,936,"1,902",40,"1,096",0,0
NE0205,SIDNEY PUBLIC LIBRARY,Town,"9,529","2,887","17,926","1,287","3,649",139,54
NE0206,SILVER CREEK TOWNSHIP LIBRARY,Rural,532,780,"1,698",0,294,0,0
NE0207,SNYDER PUBLIC LIBRARY,Rural,247,624,"1,280",330,74,0,12
NE0208,SOUTH SIOUX CITY PUBLIC LIBRARY,Suburban,"13,814","3,120","34,799","2,006","6,303",0,212
NE0210,SPENCER TOWNSHIP LIBRARY,Rural,563,,82,148,238,227,0
NE0210,SPENCER TOWNSHIP LIBRARY,Rural,563,-1,,,,,
NE0211,SPRINGFIELD MEMORIAL LIBRARY,Rural,"1,509","1,872","9,315","2,292","1,254",0,35
NE0212,STANTON PUBLIC LIBRARY,Rural,"1,469","1,664","4,200",822,"1,426",0,147
NE0213,LOGAN COUNTY LIBRARY,Rural,687,832,"1,317",47,138,0,12
NE0216,STRATTON PUBLIC LIBRARY,Rural,309,655,652,12,97,0,100
NE0217,STROMSBURG PUBLIC LIBRARY,Rural,"1,134","1,716","4,906",334,364,3,58
NE0218,STUART TOWNSHIP LIBRARY,Rural,482,676,624,156,565,0,0
NE0220,MAXINE WHITE SUTHERLAND PUBLIC LIBRARY,Rural,"1,274","1,188","3,292",180,403,0,245
NE0221,SUTTON MEMORIAL LIBRARY,Rural,"1,437",,"4,684",156,"1,700",366,40
NE0221,SUTTON MEMORIAL LIBRARY,Rural,"1,437",-1,,,,,
NE0222,SYRACUSE PUBLIC LIBRARY,Rural,"1,932","1,824","14,450","12,100","2,238",0,0
NE0223,TABLE ROCK PUBLIC LIBRARY,Rural,238,,"1,161",148,184,96,93
NE0223,TABLE ROCK PUBLIC LIBRARY,Rural,238,-1,,,,,
NE0225,TAYLOR PUBLIC LIBRARY,Rural,604,412,655,40,255,0,251
NE0226,TECUMSEH PUBLIC LIBRARY,Rural,"1,725","1,560","3,172",15,"1,559",0,14
NE0227,LIED TEKAMAH PUBLIC LIBRARY,Rural,"1,712","2,704","4,209",500,"1,465",0,50
NE0229,RAYMOND A. WHITWER TILDEN PUBLIC LIBRARY,Rural,987,"2,288","6,751",433,"1,539",26,130
NE0231,TRENTON PUBLIC LIBRARY,Rural,492,728,"1,121",50,82,0,0
NE0232,ULYSSES TOWNSHIP LIBRARY,Rural,318,,"1,688",13,64,128,0
NE0232,ULYSSES TOWNSHIP LIBRARY,Rural,318,-1,,,,,
NE0233,VALENTINE PUBLIC LIBRARY,Town,"5,458","2,787","35,070","9,900","2,312",3,10
NE0234,VALLEY PUBLIC LIBRARY,Rural,"3,517","1,952","7,871","1,970","2,401",0,64
NE0235,VALPARAISO PUBLIC LIBRARY,Rural,599,378,"1,051","1,250",753,0,0
NE0236,VERDIGRE PUBLIC LIBRARY,Rural,556,"1,352","3,215",233,593,0,42
NE0238,WAHOO PUBLIC LIBRARY,Town,"4,904","2,704","31,137","2,929","1,263",873,239
NE0239,GARDNER PUBLIC LIBRARY,Rural,"1,524","2,424","9,515",750,"1,393",24,171
NE0240,WALTHILL PUBLIC LIBRARY,Rural,695,928,"1,050",10,198,0,0
NE0241,AGNES ROBINSON WATERLOO PUBLIC LIBRARY,Suburban,"1,545","1,792","4,241",387,"2,506",0,128
NE0242,WAUNETA PUBLIC LIBRARY,Rural,533,624,204,4,184,0,9
NE0243,LIED LINCOLN TOWNSHIP LIBRARY,Rural,741,"1,248","1,800",300,753,0,198
NE0244,WAYNE PUBLIC LIBRARY,Town,"5,990","2,822","30,243","2,722","1,837",109,97
NE0245,WEEPING WATER PUBLIC LIBRARY,Rural,"1,041","2,184","5,491","1,200",490,0,27
NE0246,JOHN A STAHL LIBRARY,Town,"3,473","2,756","25,998","2,066","2,564",38,206
NE0247,DVORACEK MEMORIAL LIBRARY,Rural,"1,960","1,820","5,353",300,712,0,10
NE0251,LIED WINSIDE PUBLIC LIBRARY,Rural,383,"1,040","2,028",695,356,0,70
NE0252,WISNER PUBLIC LIBRARY,Rural,"1,244","1,560","1,300",90,494,14,20
NE0254,MALTMAN MEMORIAL PUBLIC LIBRARY,Rural,"1,164","1,617","4,065",54,363,0,0
NE0255,WYMORE PUBLIC LIBRARY,Rural,"1,362","1,794","5,808","1,059",687,0,1
NE0256,KILGORE MEMORIAL LIBRARY,Town,"8,133","2,600","36,648","4,972","4,077",538,68
NE0257,YUTAN PUBLIC LIBRARY,Rural,"1,389","2,080","5,813","1,427","1,341",22,141
NE0267,MADISON PUBLIC LIBRARY,Rural,"2,216","1,809","13,481",367,"1,839",0,6
NE0268,SHELBY COMMUNITY LIBRARY,Rural,712,"1,768","9,421",255,847,0,133
NE0273,STRUCKMAN-BAATZ MEMORIAL LIBRARY,Rural,220,804,"1,193",32,280,0,98
NE0274,INDIANOLA PUBLIC LIBRARY,Rural,518,780,"1,505",10,273,0,122
NE0275,EWING TOWNSHIP LIBRARY,Rural,377,572,534,110,26,0,0
NE0276,PAPILLION PUBLIC LIBRARY,Suburban,"24,105","6,864","133,265","1,897","20,876",25,126
NE0277,SUPERIOR PUBLIC LIBRARY,Rural,"1,798","2,028","4,384",690,"1,356",0,8
NE0278,HRUSKA MEMORIAL PUBLIC LIBRARY,Town,"8,444","2,184","16,583",156,"2,706",3,89
NE0279,DWIGHT COMMUNITY LIBRARY,Rural,231,364,436,0,70,0,0
NE0281,MILLIGAN PUBLIC LIBRARY,Rural,241,312,"1,800",6,0,0,0
NE0282,HOOPER PUBLIC LIBRARY,Rural,843,"1,196","1,745",35,670,0,0
NE9006,LAUREL COMMUNITY LEARNING CENTER,Rural,968,"3,180","3,412","1,526",892,0,14
NE9007,ALLIANCE PUBLIC LIBRARY,Town,"7,971","2,704","24,760","8,500","3,687",0,272
